id,title,english_title,type,source,start_air,end_air,season_premier,theme,rating,img_url
514,Cossette no Shouzou,Le Portrait de Petit Cossette,OVA,Original,2004-04-11,2004-12-22,,Psychological,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/11/77004.jpg
30443,Kana Kana Kazoku: Shinnen no Goaisatsu,,ONA,Unknown,2015-01-07,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/2/72841.jpg
34843,Ponkotsu Quest x Monsterz,,ONA,Other,2014-05-25,2014-05-29,,Parody,PG - Children,https://cdn.myanimelist.net/images/anime/12/84085.jpg
5238,Chocolate Underground: Bokura no Chocolate Sensou,,Movie,Novel,2009-01-31,,,,PG - Children,https://cdn.myanimelist.net/images/anime/1006/95712.jpg
35003,Tanoshii Saki Uta Animation,,ONA,Original,2016-04-15,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/6/84511.jpg
8220,Baby Felix,,TV,Unknown,2000-10-08,2001-06-29,Fall 2000,,G - All Ages,https://cdn.myanimelist.net/images/anime/8/88777.jpg
17080,Soukyuu no Fafner: Dead Aggressor - Exodus,,TV,Original,2015-01-09,2015-04-03,Winter 2015,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/5/68565.jpg
16317,Ishida to Asakura,Ishida & Asakura,TV,Manga,2013-01-06,2013-03-24,Winter 2013,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/5/44996.jpg
16119,Chouyaku Hyakuninisshu: Uta Koi. - Sake to Kikoushi ~ Murasaki Kishikibu to Kintou,,Special,Manga,2013-02-27,,,Historical,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/13/72313.jpg
4557,Handle With Care..,,OVA,Unknown,2002-03-25,,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/1532/103989.jpg
2288,Akihabara Dennou-gumi,,TV,Original,1998-04-04,1998-09-26,Spring 1998,Mecha,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/12/83429.jpg
40083,Arifureta Shokugyou de Sekai Saikyou Specials,Arifureta: From Commonplace to World's Strongest,Special,Light novel,2019-12-25,2020-02-26,,Harem,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1634/102577.jpg
3024,Ribbon no Kishi,Princess Knight,TV,Manga,1967-04-02,1968-04-07,Spring 1967,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/2/4403.jpg
25597,Vampiyan Kids Specials,Vampiyan Kids,Special,Original,2002-10-25,2002-11-25,,,G - All Ages,https://cdn.myanimelist.net/images/anime/7/65117.jpg
38363,Ohayou Hakushon Daimaou,,TV,Other,2014-03-31,2015-03-27,Spring 2014,Parody,G - All Ages,https://cdn.myanimelist.net/images/anime/1849/94636.jpg
40393,Taka no Tsume-dan no Ike! ODAman,,ONA,Original,2018-09-20,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/1318/103016.jpg
36637,Akashic Re:cords,,ONA,Game,2016-10-18,,,Game,G - All Ages,https://cdn.myanimelist.net/images/anime/5/88533.jpg
22591,Patalliro Saiyuuki! Special,,Special,Unknown,2006-01-25,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/4/58917.jpg
6633,Queen's Blade: Gyokuza wo Tsugu Mono,Queen's Blade: Inheritor of the Throne,TV,Other,2009-09-24,2009-12-10,Fall 2009,,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/11/75171.jpg
37864,Yinhun x KFC,,ONA,Unknown,2018-05-09,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/1931/92808.jpg
37780,Okojo to Yamane,,TV,Other,2018-07-19,2019-01-08,Summer 2018,,G - All Ages,https://cdn.myanimelist.net/images/anime/1458/95072.jpg
26447,Uchuusen Sagittarius Pilot,,Special,Original,1982-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/4/66367.jpg
23917,Sora wa Koko ni Aru,,Music,Unknown,2014-01-17,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/8/61993.jpg
4522,Bounty Hunter: The Hard,,OVA,Manga,1996-05-01,,,Police,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/1534/96368.jpg
43381,Du Kou,,Movie,Unknown,1975-05-23,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/1406/118162.jpg
23011,Otoko Doahou! Koushien,,TV,Unknown,1970-09-28,1971-03-27,Fall 1970,,G - All Ages,https://cdn.myanimelist.net/images/anime/4/59799.jpg
36502,MahoYome,,ONA,Manga,2017-10-10,2018-03-24,,Parody,G - All Ages,https://cdn.myanimelist.net/images/anime/1625/117605.jpg
36856,Tomica Hyper Rescue Drive Head: Kidou Kyuukyuu Keisatsu (ONA),,ONA,Other,2018-01-20,2018-08-18,,,PG - Children,https://cdn.myanimelist.net/images/anime/1997/90929.jpg
38616,Ganbare Chibi Godzilla,,ONA,Picture book,2018-10-23,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/1570/95962.jpg
17729,Grisaia no Kajitsu,The Fruit of Grisaia,TV,Visual novel,2014-10-05,2014-12-28,Fall 2014,,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/1645/112632.jpg
2692,CB Chara Go Nagai World,CB Character: Nagai Gou World,OVA,Unknown,1991-02-21,1991-06-27,,Parody,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/1318/118557.jpg
3193,Asobot Senki Gokuu,Monkey Typhoon,TV,Manga,2002-10-01,2003-09-30,Fall 2002,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/3/5030.jpg
2815,Geragera Boes Monogatari,Ox Tales,TV,Other,1987-04-07,1988-03-29,Spring 1987,,G - All Ages,https://cdn.myanimelist.net/images/anime/1099/110002.jpg
1734,Ajimu: Kaigan Monogatari,,ONA,Original,2001-06-15,2002-02-24,,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/12/10174.jpg
35408,Futatsu no Sekai,Two Worlds,Movie,Book,1929-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/4/85270.jpg
15993,Ginga e Kickoff!!: Natsuyasumi Special,,Special,Unknown,2012-08-25,,,,PG - Children,https://cdn.myanimelist.net/images/anime/9/43145.jpg
43433,Alice no Kisetsu,,Music,Other,1988-04-05,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/1662/109763.jpg
4460,Kikumana,,ONA,Original,2001-07-14,,,Psychological,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/7/79930.jpg
36167,Yuhuwa Chingudeul,YooHoo & Friends,TV,Original,2009-07-07,2009-12-18,Summer 2009,,PG - Children,https://cdn.myanimelist.net/images/anime/1472/97018.jpg
21853,Love Live! School Idol Project Recap,,Special,Unknown,2013-12-25,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/4/57505.jpg
12665,"Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal","YuruYuri: For Whatever Reason, Never Ending, Heart Throbbing, Pitter-patter, Paradox Eternal",Special,Manga,2011-11-16,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/10/35541.jpg
41466,Kyojinzoku no Hanayome,,TV,Manga,2020-07-06,2020-08-31,Summer 2020,,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/1481/107629.jpg
7529,Mori no Ongakukai,,Movie,Original,1953-03-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/6/18061.jpg
1016,Gunnm,Battle Angel Alita,OVA,Manga,1993-06-21,1993-08-21,,Mecha,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/11/41257.jpg
49380,Mao Zhi Ming,Cat's Tea,ONA,Manga,2021-10-26,2022-01-11,,,G - All Ages,https://cdn.myanimelist.net/images/anime/1305/116379.jpg
40323,Gintama: Monster Strike-hen,,ONA,Manga,2019-08-29,2019-09-04,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1781/102825.jpg
49353,Usamimi Bouken-tan: Sekuhara Shinagara Sekai wo Sukue,,OVA,Other,2021-08-27,,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/1623/116305.jpg
43245,Qiang Shang De Hua,,Movie,Unknown,1958-01-01,,,,PG - Children,https://cdn.myanimelist.net/images/anime/1799/118080.jpg
40836,Code Geass: Hangyaku no Lelouch Picture Drama - Kamen Kokuhaku Taikai,,Special,Original,2017-10-21,,,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1041/109950.jpg
30240,Prison School,,TV,Manga,2015-07-11,2015-09-26,Summer 2015,School,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/1286/112161.jpg
23713,Nagareboshi no Okurimono,,OVA,Unknown,2006-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/12/61385.jpg
11499,Sankarea,Sankarea: Undying Love,TV,Manga,2012-04-06,2012-06-29,Spring 2012,,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/1487/95651.jpg
41915,Zuihou de Zhaohuan Shi,The Last Summoner,ONA,Web manga,,,,Harem,None,https://cdn.myanimelist.net/images/anime/1622/107435.jpg
36761,Osomatsu-san Short Film Series 2nd Season,,Special,Manga,2018-01-26,2018-07-27,,Parody,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/7/88890.jpg
37682,Wakaokami wa Shougakusei! Movie,Okko's Inn,Movie,Novel,2018-09-21,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/1371/94401.jpg
40389,Uchuu Senkan Yamato 2205: Aratanaru Tabidachi - Zenshou - Take Off,,Movie,Original,2021-10-08,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1888/117889.jpg
6692,Mama Puri!?,Like A Mom,OVA,Visual novel,2009-08-14,2009-11-13,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/12/15377.jpg
42466,Hei Mao Jing Zhan Zhi Fei Cui Zhi Xing,Mr. Black: Green Star,Movie,Original,2015-08-07,,,Police,PG - Children,https://cdn.myanimelist.net/images/anime/1613/108488.jpg
397,Seikai no Senki II,Banner of the Stars II,TV,Light novel,2001-07-11,2001-09-26,Summer 2001,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/12/61109.jpg
1214,Binbou Shimai Monogatari,,TV,Manga,2006-06-30,2006-09-15,Summer 2006,,G - All Ages,https://cdn.myanimelist.net/images/anime/1959/108682.jpg
22159,"Yami no Kioku, Yume no Inei","Memories Hidden in Darkness, Dreams of Various Shades",Movie,Original,2000-01-01,,,,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/13/58109.jpg
50156,Himitsu no Kichi,,OVA,Manga,2022-02-04,,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/1393/118853.jpg
21557,Omoide no Marnie,When Marnie Was There,Movie,Novel,2014-07-19,,,Psychological,G - All Ages,https://cdn.myanimelist.net/images/anime/7/64293.jpg
31442,Musaigen no Phantom World,Myriad Colors Phantom World,TV,Light novel,2016-01-07,2016-03-31,Winter 2016,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/4/78339.jpg
17705,DD Hokuto no Ken (2013),DD Fist of the North Star,TV,Manga,2013-04-03,2013-06-26,Spring 2013,Parody,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/12/50323.jpg
10286,Soukou Kijo Iris Special,,Special,Visual novel,2010-05-21,,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/1046/119790.jpg
36923,Nanatsu no Taizai: Imashime no Fukkatsu Joshou,,Special,Manga,2018-01-06,,,Super Power,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/8/89656.jpg
38333,Gochuumon wa Usagi Desu ka??: Sing for You,Is the Order a Rabbit?? OVA,OVA,4-koma manga,2019-09-26,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1684/101030.jpg
10688,Muybridge no Ito,,Movie,Original,2011-05-16,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/13/29443.jpg
4567,Armageddon,,Movie,Manga,1996-01-19,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1191/113133.jpg
13405,Utsu Musume Sayuri,Striking Daughter,OVA,Original,2003-01-01,,,,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/6/37519.jpg
10116,Crayon Shin-chan Movie 19: Arashi wo Yobu Ougon no Spy Daisakusen,,Movie,Manga,2011-04-16,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/1545/94868.jpg
2848,Kappa no Coo to Natsuyasumi,Summer Days with Coo,Movie,Original,2007-07-28,,,Demons,PG - Children,https://cdn.myanimelist.net/images/anime/10/4001.jpg
11745,Aku no Onna Kanbu,Evil Woman Executive,OVA,Visual novel,2011-11-18,2012-03-23,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/1219/103798.jpg
8848,"Oishinbo: Kyuukyoku tai Shikou, Chouju Ryouri Taiketsu!!",,Movie,Manga,1992-12-11,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/7/24464.jpg
16101,"Jinrui wa Suitai Shimashita: Ningen-san no, Yousei-san Memo",,ONA,Unknown,2012-10-28,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/3/45706.jpg
23647,Ninja Hattori-kun: Nin Nin Furusato Daisakusen no Maki,,Movie,Unknown,1983-03-12,,,Martial Arts,G - All Ages,https://cdn.myanimelist.net/images/anime/1027/96655.jpg
2551,Nessa no Wakusei,Bondage Queen Kate,OVA,Unknown,1994-07-21,1995-03-25,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/9/33965.jpg
48007,Bai Shou Zong Dong Yuan,,TV,Original,2020-02-28,,?,Mecha,PG - Children,https://cdn.myanimelist.net/images/anime/1228/118287.jpg
3684,Dimension Loop,,OVA,Original,2001-01-01,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/6/15302.jpg
47398,Kimetsu Gakuen: Valentine-hen,,ONA,Original,2021-02-14,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1722/120098.jpg
39331,Zounds,,Movie,Original,2003-01-01,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/1947/99267.jpg
32316,Mahou Shoujo Lyrical Nanoha: The Movie 2nd A's Mini Picture Drama,,Special,Original,2013-03-22,,,Parody,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/13/83502.jpg
28887,Setsuzoku Muyou,,TV,Original,2014-12-03,2015-01-01,?,,G - All Ages,https://cdn.myanimelist.net/images/anime/8/69699.jpg
39500,Crystal Sea Ver. 69 (Kay Nakayama Remix),,Music,Music,2010-01-01,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/1951/99722.jpg
41033,Umiyuri Kaiteitan,Tale of the Deep-sea Lily,Music,Original,2017-04-21,,,Music,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1105/105338.jpg
35805,Cinderella Girls Gekijou Specials,THE IDOLM@STER CINDERELLA GIRLS Theater,Special,4-koma manga,2017-06-28,2017-07-26,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/2/86432.jpg
4314,Nanami-chan 2nd Series,,TV,Unknown,2005-06-17,2005-12-23,Summer 2005,,G - All Ages,https://cdn.myanimelist.net/images/anime/2/64209.jpg
42147,Jingju Mao Zhi Jiaota Shidi,,ONA,Original,2020-03-24,,,,PG - Children,https://cdn.myanimelist.net/images/anime/1930/107868.jpg
47307,Shin Gengou Nyankogelion,,Music,Original,2021-01-22,,,,PG - Children,https://cdn.myanimelist.net/images/anime/1695/111498.jpg
14277,Chitose Get You!!,,TV,4-koma manga,2012-07-02,2012-12-24,Summer 2012,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/10/50537.jpg
3752,Nagagutsu wo Haita Neko: 80 Nichikan Sekai Isshuu,Puss-in-Boots: Travels Around the World in 80 Days,Movie,Other,1976-03-20,,,,PG - Children,https://cdn.myanimelist.net/images/anime/6/61463.jpg
13163,Furusato Saisei: Nippon no Mukashibanashi,Folktales from Japan,TV,Other,2012-04-01,2017-03-26,Spring 2012,Historical,G - All Ages,https://cdn.myanimelist.net/images/anime/11/82364.jpg
17086,Agigongryong Doolie (1988),Little Dino Dooly (1988),TV,Unknown,1988-05-05,,Spring 1988,,PG - Children,https://cdn.myanimelist.net/images/anime/8/45787.jpg
32926,Duel Masters: Hamukatsu to Dogiragon no Curry-pan Daibouken,,Movie,Original,2016-03-19,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/3/79187.jpg
40958,Rail Romanesque,,TV,Visual novel,2020-10-03,2020-12-19,Fall 2020,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1858/113920.jpg
12603,Tora-chan to Hanayome,Little Tiger and Bride,Movie,Original,1948-02-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/13/35301.jpg
44228,Jian Wang 3: Xia Gan Yi Dan Shen Jianxin Zhi Chang Piao,JX Online 3: The Adventure of Shen Jianxin in Chang'an,ONA,Original,2020-10-24,2021-02-27,,Historical,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1792/110429.jpg
2818,Madou King Granzort,Mado King Granzort,TV,Original,1989-04-07,1990-03-02,Spring 1989,Mecha,G - All Ages,https://cdn.myanimelist.net/images/anime/7/11702.jpg
10882,Ghost Messenger,,OVA,Unknown,2010-12-21,2014-08-19,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/7/30034.jpg
4485,Kasei Yakyoku,Nightsong of Splendor,OVA,Manga,1989-03-25,1989-09-25,,Historical,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/4/50129.jpg
42656,Furusato,,Music,Original,2003-10-01,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/1950/108828.jpg
1752,Di Gi Charat: Hoshi no Tabi,Di Gi Charat Movie: A Trip To The Planet,Movie,Unknown,2001-12-22,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/13/28181.jpg
4161,Kojin Jugyou,Private Psycho Lesson,OVA,Unknown,1996-09-27,1996-11-01,,,Rx - Hentai,https://cdn.myanimelist.net/images/anime/11/66911.jpg
22851,Apo Apo World: Giant Baba 90-bun 1-hon Shoubu,,Movie,Unknown,1996-06-15,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/9/59583.jpg
2226,Mori no Tonto-tachi,A Christmas Adventure,TV,Unknown,1984-10-05,1985-03-29,Fall 1984,,G - All Ages,https://cdn.myanimelist.net/images/anime/1/2421.jpg
39960,Yatogame-chan Kansatsu Nikki Nisatsume,Yatogame-chan Kansatsu Nikki 2,TV,4-koma manga,2020-01-05,2020-03-22,Winter 2020,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1878/111514.jpg
36164,Qiang Niang,Gun Girls,ONA,Game,2017-08-18,2017-10-27,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/4/87374.jpg
160,"Ima, Soko ni Iru Boku","Now and Then, Here and There",TV,Original,1999-10-14,2000-01-20,Fall 1999,Military,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/1094/109008.jpg
16906,Line Offline: Salaryman,,TV,Unknown,2013-01-08,2013-10-01,Winter 2013,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/11/45518.jpg
26113,Yooidon!,,OVA,Unknown,2004-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/8/65987.jpg
3574,Switch,,OVA,Manga,2008-10-24,2009-02-25,,Police,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/3/26316.jpg
10156,Sacred Seven,,TV,Original,2011-07-03,2011-09-16,Summer 2011,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/12/30218.jpg
35070,3-Nen D-Gumi Glass no Kamen: Tobidase! Watashitachi no Victory Road,,Movie,Manga,2017-07-22,,,,PG - Children,https://cdn.myanimelist.net/images/anime/9/85972.jpg
38313,Oushitsu Kyoushi Heine Movie,The Royal Tutor Movie,Movie,Manga,2019-02-16,,,Historical,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1567/116866.jpg
47058,Zhonghua Dizi Gui 2nd Season,,TV,Book,2017-01-01,,?,,PG - Children,https://cdn.myanimelist.net/images/anime/1399/115513.jpg
35497,Hashire Melos,"Run, Melos!",Special,Book,1979-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/2/85540.jpg
3060,Dallos,,OVA,Original,1983-12-21,1984-07-05,,Mecha,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1253/116763.jpg
2079,Majuu Senshi Luna Varga,,OVA,Light novel,1991-03-20,1991-09-20,,,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/9/29832.jpg
34662,Fate/Apocrypha,,TV,Light novel,2017-07-02,2017-12-31,Summer 2017,,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/9/86573.jpg
28631,Studio Khara vs. CyberConnect2 Gachinko! Animation Taiketsu!,,ONA,Unknown,2014-11-14,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/13/69335.jpg
35025,"""Eikou Naki Tensai-tachi"" Kara no Monogatari",,TV,Manga,2017-03-25,2017-05-28,Spring 2017,,G - All Ages,https://cdn.myanimelist.net/images/anime/4/84552.jpg
29181,Henna Ie!,,Music,Original,1983-02-01,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/12/70223.jpg
4928,Idol Tenshi Youkoso Youko,Idol Angel Welcome Yoko,TV,Original,1990-04-02,1991-02-04,Spring 1990,,G - All Ages,https://cdn.myanimelist.net/images/anime/2/9469.jpg
49733,Yuukoku no Moriarty OVA,,OVA,Manga,2022-04-27,,,,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/1158/119868.jpg
20031,D-Frag!,,TV,Manga,2014-01-07,2014-03-25,Winter 2014,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1662/112108.jpg
9568,Peace Maker Kurogane Special,Peace Maker Kurogane: Festival of Gion,Special,Manga,2003-12-21,,,,PG - Children,https://cdn.myanimelist.net/images/anime/7/26485.jpg
22457,Hello Kitty no Fushigi na Mizuumi,,OVA,Unknown,1991-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/12/58675.jpg
16373,Peeping Life: The Perfect Evolution,,OVA,Original,2011-01-27,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/12/44189.jpg
29944,Kuchao,A Gum Boy,Movie,Unknown,2010-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/2/71833.jpg
26043,Kurumiwari Ningyou (2014),,Movie,Unknown,2014-11-29,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/5/66729.jpg
3882,Seijuuki Cyguard,Cybernetics Guardian,OVA,Unknown,1989-01-11,,,Mecha,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/4/29427.jpg
40911,Yuukoku no Moriarty,Moriarty the Patriot,TV,Manga,2020-10-11,2020-12-20,Fall 2020,,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/1464/108330.jpg
38390,Chuubyou Gekihatsu Boy,Outburst Dreamer Boys,TV,Novel,2019-10-04,2019-12-13,Fall 2019,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1715/111407.jpg
9797,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu Specials,,Special,Game,2010-11-24,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/9/27156.jpg
9878,Licca-chan to Yamaneko Hoshi no Tabi,,OVA,Unknown,1997-09-12,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/4/27325.jpg
34106,Kyoukai no Rinne (TV) 3rd Season,RIN-NE,TV,Manga,2017-04-08,2017-09-23,Spring 2017,School,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/13/85289.jpg
723,Candy Candy (Movie),,Movie,Unknown,1992-04-25,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/11/66847.jpg
16482,Ojarumaru: Mangetsu Road Kiki Ippatsu - Tama ni wa Maro mo Daibouken,,Special,Unknown,2007-05-03,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/4/44466.jpg
27915,Captain,,Special,Manga,1980-04-02,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/7/67651.jpg
6024,Chi's Sweet Home: Atarashii Ouchi,Chi's New Address,TV,Manga,2009-03-30,2009-09-24,Spring 2009,,G - All Ages,https://cdn.myanimelist.net/images/anime/9/14095.jpg
31674,Larva 3rd Season,,TV,Unknown,2014-08-04,2014-11-26,?,,G - All Ages,https://cdn.myanimelist.net/images/anime/4/76344.jpg
31280,Selector Destructed WIXOSS Movie,,Movie,Card game,2016-02-13,,,,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/3/83118.jpg
29667,Toumei Ningen,Transparent Man,Movie,Original,1969-01-01,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/4/71325.jpg
17615,Kyoufu Shinbun,,OVA,Manga,1991-07-21,1991-09-21,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/5/47041.jpg
1206,Ihatov Gensou: Kenji no Haru,Spring and Chaos,Movie,Novel,1996-12-14,,,Historical,PG - Children,https://cdn.myanimelist.net/images/anime/5/57331.jpg
47403,Kuiba Zhi Shu Tu,,ONA,Novel,2021-01-17,2021-02-21,,,None,https://cdn.myanimelist.net/images/anime/1558/111667.jpg
28185,Oniku Daisuki! Zeushi-kun 2nd Season,,ONA,Original,2014-11-29,2015-03-29,,,G - All Ages,https://cdn.myanimelist.net/images/anime/4/68169.jpg
14821,Taekwon Dongja Maruchi Arachi,,Movie,Unknown,1977-07-27,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/2/40903.jpg
6702,Fairy Tail,,TV,Manga,2009-10-12,2013-03-30,Fall 2009,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/5/18179.jpg
45599,Xue Ying Ling Zhu 2nd Season,,ONA,Novel,2020-12-31,2021-03-04,,,None,https://cdn.myanimelist.net/images/anime/1822/110970.jpg
9768,Shima Shima Tora no Shimajirou,,TV,Original,1993-12-13,2008-03-31,Winter 1994,,G - All Ages,https://cdn.myanimelist.net/images/anime/4/27049.jpg
11869,Bloody Night,,ONA,Original,2006-05-21,,,Psychological,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/8/33341.jpg
22615,Kero Kero Keroppi no Kero Kero House no Himitsu,Keroppi in the Frog's Secret House,OVA,Unknown,1993-11-21,,,,G - All Ages,https://cdn.myanimelist.net/images/anime/5/58955.jpg
38809,Black'n White Jammin' Cats,,Music,Original,2018-12-03,,,Music,G - All Ages,https://cdn.myanimelist.net/images/anime/1772/97216.jpg
8216,Aa Harimanada,,TV,Manga,1992-04-23,1992-10-01,Spring 1992,Martial Arts,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/10/21286.jpg
9499,Dokushin Apartment Dokudami-sou,,OVA,Manga,1989-12-01,1990-04-01,,,R+ - Mild Nudity,https://cdn.myanimelist.net/images/anime/3/26386.jpg
30187,Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,Beautiful Bones -Sakurako's Investigation-,TV,Novel,2015-10-08,2015-12-24,Fall 2015,,R - 17+ (violence & profanity),https://cdn.myanimelist.net/images/anime/7/76116.jpg
38357,Majimoji Rurumo: Kanketsu-hen,,OVA,Manga,2019-07-09,,,,PG-13 - Teens 13 or older,https://cdn.myanimelist.net/images/anime/1375/109425.jpg
